#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_db3997607640_A1_KAPITEL_6_Audio_134_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kuck Biltz&#44; an der Stad.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Look Blitz&#44; in der Stad.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Kleng.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_390e93fdc3fc_A1_KAPITEL_6_Audio_142_006.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Small.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2740cae4df05_A1_KAPITEL_6_Audio_142_007.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Jonk.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Boy.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Jonk.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2740cae4df05_A1_KAPITEL_6_Audio_142_007.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Boy.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_dfb04eb1fd41_A1_KAPITEL_6_Audio_142_008.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Schlank.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Slender.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Schlank.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_dfb04eb1fd41_A1_KAPITEL_6_Audio_142_008.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Slender.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9dcff2851ae1_A1_KAPITEL_6_Audio_143_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest d&#x27;Beschreiwungen.<br>- Wéi ass den Hond?<br>- A weien ass d&#x27;Kaz?<br>- Mäer de Feil.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read the descriptions.<br>- How is the dog?<br>- And whose is the cat?<br>- But the fault.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest d&#x27;Beschreiwungen.<br>- Wéi ass den Hond?<br>- A weien ass d&#x27;Kaz?<br>- Mäer de Feil.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9dcff2851ae1_A1_KAPITEL_6_Audio_143_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read the descriptions.<br>- How is the dog?<br>- And whose is the cat?<br>- But the fault.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f4b36cdc7c4e_A1_KAPITEL_6_Audio_143_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si mäin Hond de Snoopy.<br>- Hien ass vun zimmlech aal&#44; hien huet eelef Joer.<br>- Hien ass grouss&#44; dofir fäerte vill Leit hien.<br>- Mee hien ass immens léif an dous.<br>- Ech fannen hien schéin&#44;<br>- mee vill Leit soen&#44; hien wier ze deck.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am my dog&#x27;s Snoopy.<br>- He is from quite old&#44; he is eleven years old.<br>- He is big&#44; therefore many people fear him.<br>- But he is incredibly nice and gentle.<br>- I find him beautiful&#44;<br>- but many people say he is too scary.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Ech si mäin Hond de Snoopy.<br>- Hien ass vun zimmlech aal&#44; hien huet eelef Joer.<br>- Hien ass grouss&#44; dofir fäerte vill Leit hien.<br>- Mee hien ass immens léif an dous.<br>- Ech fannen hien schéin&#44;<br>- mee vill Leit soen&#44; hien wier ze deck.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_f4b36cdc7c4e_A1_KAPITEL_6_Audio_143_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- I am my dog&#x27;s Snoopy.<br>- He is from quite old&#44; he is eleven years old.<br>- He is big&#44; therefore many people fear him.<br>- But he is incredibly nice and gentle.<br>- I find him beautiful&#44;<br>- but many people say he is too scary.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_db9bac47856d_A1_KAPITEL_6_Audio_144_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mäi Kaze Milo ass nach ganz jonk.<br>- E ass kleng an dënn.<br>- Si kraazt awer eis Leit gär.<br>- Meng Frëndinne soen&#44; si wier allen op béis.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- My cat Milo is still very young.<br>- He is small and thin.<br>- But he bites our people a lot.<br>- My girlfriends say she is all about mischief.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Mäi Kaze Milo ass nach ganz jonk.<br>- E ass kleng an dënn.<br>- Si kraazt awer eis Leit gär.<br>- Meng Frëndinne soen&#44; si wier allen op béis.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_db9bac47856d_A1_KAPITEL_6_Audio_144_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- My cat Milo is still very young.<br>- He is small and thin.<br>- But he bites our people a lot.<br>- My girlfriends say she is all about mischief.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_580bcace3834_A1_KAPITEL_6_Audio_145_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alertat den Dialog.<br>- Kannst du den Internetsite hei?<br>- Luxkontakt&#44; jo den ass ganz bekannt hei zu Lëtzebuerg.<br>- Sies du e Frënd?<br>- Es ist jo kei Partner&#44; mee isch kucke geert da nausen.<br>- Kucke mol hei&#44; de Felix&#44; en anneresisch joa&#44; sportlisch&#44; sisch den frei fir eng syrie Beziehung.<br>- Oh&#44; hier gesäit sympathisch aus.<br>- Jo&#44; mee hien hört eng Glatz&#44; dat fannen isch net flott.<br>- Ferjöh&#44; isch fannen dat flott.<br>- A weifinst du dese Bastia?<br>- Hinn hört jo e Schnauz&#44; fenst du dat schein?<br>- Oh nee&#44; isch fannen dat net ellen.<br>- Anni hört lang hoar&#44; dat fannen isch net immens.<br>- Lang&#44; schwarz hoar&#44; gering an&#44; an ne Brüll.<br>- Isch fannen nien interessant&#44; hier gesäit e bësse intellektuell aus.<br>- Dat ass bestümde Computerfreak&#44; sein Hobby aus jo Computerspielen.<br>- Do gesäit sie fraulproblemer.<br>- Kucke mol hei&#44; Manuela&#44; hat as rich zenter zwei Wochen hei zu Letzebuersch&#44; as isch nei Kontakte.<br>- Lirsen&#44; kachen&#44; an den Theater goen&#44; wie langweilesch&#44; as sing blond Krauzele sie bestümmt gefärft.<br>- Wo is de Problem&#44; dat is nach interessant?<br>- Hat Interesseiert sich für kulturell Sachen&#44; an a das flott?<br>- Du bas wist jalos.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read alertat the dialogue.<br>- Can you the Internet site here?<br>- Luxkontakt&#44; yes that is quite well known here in Luxembourg.<br>- Are you a friend?<br>- It is not a partner&#44; but I am looking a bit that down.<br>- Look here&#44; Felix&#44; another yes&#44; sporty&#44; you see the free for a syrie relationship.<br>- Oh&#44; here looks sympathetic.<br>- Yes&#44; but he has a bald head&#44; that I don’t find cool.<br>- Far away&#44; I find that cool.<br>- And you this Bastia?<br>- He has a Schnauzer&#44; do you see that shine?<br>- Oh no&#44; I don’t find that nice.<br>- Anni hears long hair&#44; I don’t find that immense.<br>- Long&#44; black hair&#44; thin and a brüll.<br>- I find nothing interesting&#44; here looks a little intellectual.<br>- That is definitely a computer freak&#44; his hobby is indeed computer games.<br>- There you see she fraulproblemer.<br>- Look here&#44; Manuela&#44; has as rich zenter two weeks here to Letzebuersch&#44; I is new contacts.<br>- Lirsen&#44; cooking&#44; and going to the theater&#44; how boring&#44; as sing blond Krauzele she definitely colored.<br>- Where is the problem&#44; that is still interesting?<br>- Has interested itself for cultural things&#44; and is that fast?<br>- You bas wist jalos.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest alertat den Dialog.<br>- Kannst du den Internetsite hei?<br>- Luxkontakt&#44; jo den ass ganz bekannt hei zu Lëtzebuerg.<br>- Sies du e Frënd?<br>- Es ist jo kei Partner&#44; mee isch kucke geert da nausen.<br>- Kucke mol hei&#44; de Felix&#44; en anneresisch joa&#44; sportlisch&#44; sisch den frei fir eng syrie Beziehung.<br>- Oh&#44; hier gesäit sympathisch aus.<br>- Jo&#44; mee hien hört eng Glatz&#44; dat fannen isch net flott.<br>- Ferjöh&#44; isch fannen dat flott.<br>- A weifinst du dese Bastia?<br>- Hinn hört jo e Schnauz&#44; fenst du dat schein?<br>- Oh nee&#44; isch fannen dat net ellen.<br>- Anni hört lang hoar&#44; dat fannen isch net immens.<br>- Lang&#44; schwarz hoar&#44; gering an&#44; an ne Brüll.<br>- Isch fannen nien interessant&#44; hier gesäit e bësse intellektuell aus.<br>- Dat ass bestümde Computerfreak&#44; sein Hobby aus jo Computerspielen.<br>- Do gesäit sie fraulproblemer.<br>- Kucke mol hei&#44; Manuela&#44; hat as rich zenter zwei Wochen hei zu Letzebuersch&#44; as isch nei Kontakte.<br>- Lirsen&#44; kachen&#44; an den Theater goen&#44; wie langweilesch&#44; as sing blond Krauzele sie bestümmt gefärft.<br>- Wo is de Problem&#44; dat is nach interessant?<br>- Hat Interesseiert sich für kulturell Sachen&#44; an a das flott?<br>- Du bas wist jalos.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_580bcace3834_A1_KAPITEL_6_Audio_145_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read alertat the dialogue.<br>- Can you the Internet site here?<br>- Luxkontakt&#44; yes that is quite well known here in Luxembourg.<br>- Are you a friend?<br>- It is not a partner&#44; but I am looking a bit that down.<br>- Look here&#44; Felix&#44; another yes&#44; sporty&#44; you see the free for a syrie relationship.<br>- Oh&#44; here looks sympathetic.<br>- Yes&#44; but he has a bald head&#44; that I don’t find cool.<br>- Far away&#44; I find that cool.<br>- And you this Bastia?<br>- He has a Schnauzer&#44; do you see that shine?<br>- Oh no&#44; I don’t find that nice.<br>- Anni hears long hair&#44; I don’t find that immense.<br>- Long&#44; black hair&#44; thin and a brüll.<br>- I find nothing interesting&#44; here looks a little intellectual.<br>- That is definitely a computer freak&#44; his hobby is indeed computer games.<br>- There you see she fraulproblemer.<br>- Look here&#44; Manuela&#44; has as rich zenter two weeks here to Letzebuersch&#44; I is new contacts.<br>- Lirsen&#44; cooking&#44; and going to the theater&#44; how boring&#44; as sing blond Krauzele she definitely colored.<br>- Where is the problem&#44; that is still interesting?<br>- Has interested itself for cultural things&#44; and is that fast?<br>- You bas wist jalos.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_bceddab493d0_A1_KAPITEL_6_Audio_146_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert en Dialog.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read and listen to a dialogue.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest a lauschtert en Dialog.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_bceddab493d0_A1_KAPITEL_6_Audio_146_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read and listen to a dialogue.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_96a4af0b4383_A1_KAPITEL_6_Audio_146_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Praxis Pereira a Farber&#44; bonjour.<br>- Gude.<br>- Moyen&#44; mein Nummer Schumacher.<br>- Isch hat geä e Rendezvous beim Doktor Pereira&#44; wannesch klift?<br>- E Moment&#44; isch kuken.<br>- Mo de Mettesch um 4.40?<br>- Geht het net&#44; isch hun de Bauch im Ensewe.<br>- Det mal leid&#44; beim Doktor Pereira as hot näischt mi frei.<br>- Mi isch kann esch e Rendezvous hot de Mettesch um halverfünnef beim Doktor Farber proposären.<br>- Halverfünnef? Dat as awer spät.<br>- Wann et ganz dringend as&#44; muss dir an Dürchans goen.<br>- Ne&#44; isch kommen hot um halverfünnef.<br>- Ander hai&#44; et as not de jat.<br>- A voie.<br>- Mersi&#44; hedi.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Praxis Pereira a Farber&#44; bonjour.<br>- Good morning.<br>- Hello&#44; my number Schumacher.<br>- I have had an appointment with Doctor Pereira&#44; if you please?<br>- One moment&#44; I’m looking.<br>- Can you do four forty?<br>- Sorry&#44; Doctor Pereira’s office has nothing free.<br>- I think you can have a rendezvous with Doctor Farber at half past eleven.<br>- Half past eleven? That’s still late.<br>- If it’s really urgent&#44; you must go through with it.<br>- No&#44; my coming is at half past eleven.<br>- Another thing&#44; it is not today.<br>- Okay.<br>- Thanks&#44; everyone.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Praxis Pereira a Farber&#44; bonjour.<br>- Gude.<br>- Moyen&#44; mein Nummer Schumacher.<br>- Isch hat geä e Rendezvous beim Doktor Pereira&#44; wannesch klift?<br>- E Moment&#44; isch kuken.<br>- Mo de Mettesch um 4.40?<br>- Geht het net&#44; isch hun de Bauch im Ensewe.<br>- Det mal leid&#44; beim Doktor Pereira as hot näischt mi frei.<br>- Mi isch kann esch e Rendezvous hot de Mettesch um halverfünnef beim Doktor Farber proposären.<br>- Halverfünnef? Dat as awer spät.<br>- Wann et ganz dringend as&#44; muss dir an Dürchans goen.<br>- Ne&#44; isch kommen hot um halverfünnef.<br>- Ander hai&#44; et as not de jat.<br>- A voie.<br>- Mersi&#44; hedi.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_96a4af0b4383_A1_KAPITEL_6_Audio_146_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Praxis Pereira a Farber&#44; bonjour.<br>- Good morning.<br>- Hello&#44; my number Schumacher.<br>- I have had an appointment with Doctor Pereira&#44; if you please?<br>- One moment&#44; I’m looking.<br>- Can you do four forty?<br>- Sorry&#44; Doctor Pereira’s office has nothing free.<br>- I think you can have a rendezvous with Doctor Farber at half past eleven.<br>- Half past eleven? That’s still late.<br>- If it’s really urgent&#44; you must go through with it.<br>- No&#44; my coming is at half past eleven.<br>- Another thing&#44; it is not today.<br>- Okay.<br>- Thanks&#44; everyone.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_691f053f7942_A1_KAPITEL_6_Audio_147_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest ALERSTOT de Vokabulär.<br>- Schwätzt weider haart no.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read the vocabulary first.<br>- Speak again loudly.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Liest ALERSTOT de Vokabulär.<br>- Schwätzt weider haart no.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_691f053f7942_A1_KAPITEL_6_Audio_147_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Read the vocabulary first.<br>- Speak again loudly.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_66bc6ad81940_A1_KAPITEL_6_Audio_147_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Kapp.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The Cap.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- De Kapp.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_66bc6ad81940_A1_KAPITEL_6_Audio_147_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- The Cap.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9b52c668dab0_A1_KAPITEL_6_Audio_147_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Da.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Da.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Da.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_9b52c668dab0_A1_KAPITEL_6_Audio_147_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Da.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_69ab56f5acc1_A1_KAPITEL_6_Audio_147_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Da.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Da.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Da.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_69ab56f5acc1_A1_KAPITEL_6_Audio_147_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Da.</div></div>
