#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b5d41a225f4f_A1_KAPITEL_4_Audio_100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wat héiert Dir?<br>- Wou héiert Dir dat?<br>- Mächt proposen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- O que você ouve?<br>- De onde você ouve isso?<br>- Pode propor.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22bdf75f8a7a_A1_KAPITEL_4_Audio_92_007.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spuerkees.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spuerkees.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spuerkees.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_22bdf75f8a7a_A1_KAPITEL_4_Audio_92_007.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spuerkees.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e8ebffb0f639_A1_KAPITEL_4_Audio_92_008.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Vu wou kënnt Dir?<br>- Spuenien.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- De wäit kënnt Dir?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Vu wou kënnt Dir?<br>- Spuenien.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e8ebffb0f639_A1_KAPITEL_4_Audio_92_008.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- De wäit kënnt Dir?</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d4dda03a94a1_A1_KAPITEL_4_Audio_92_009.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spadséieren.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spadséieren.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spadséieren.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d4dda03a94a1_A1_KAPITEL_4_Audio_92_009.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spadséieren.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3448a4f2a7d_A1_KAPITEL_4_Audio_92_010.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spéit</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Späit</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spéit</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3448a4f2a7d_A1_KAPITEL_4_Audio_92_010.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Späit</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_748b5988ca5e_A1_KAPITEL_4_Audio_92_011.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spaass.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Diversão.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spaass.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_748b5988ca5e_A1_KAPITEL_4_Audio_92_011.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Diversão.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2de48a011e81_A1_KAPITEL_4_Audio_93_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouvi&#44; por favor.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2de48a011e81_A1_KAPITEL_4_Audio_93_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Ouvi&#44; por favor.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ada5a35fefb_A1_KAPITEL_4_Audio_93_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Stonn</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Stonn</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Stonn</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ada5a35fefb_A1_KAPITEL_4_Audio_93_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Stonn</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1b86520d6b98_A1_KAPITEL_4_Audio_93_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spillen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spillen.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spillen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1b86520d6b98_A1_KAPITEL_4_Audio_93_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spillen.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e05d9759407e_A1_KAPITEL_4_Audio_93_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sport.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Esport.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sport.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e05d9759407e_A1_KAPITEL_4_Audio_93_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Esport.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e1ba66960969_A1_KAPITEL_4_Audio_93_005.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Frankräich.<br>- An Dir?<br>- Ech sinn aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Lëtzebuerg.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat studéiert Dir?<br>- Ech studéieren Geschicht.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- Wéi heescht Är Schwëster?<br>- Si heescht Marie.<br>- Hutt Dir Hausdéieren?<br>- Jo&#44; ech hunn eng Kaz.<br>- Wéi heescht Är Kaz?<br>- Si heescht Mimi.<br>- Wat ass Äre Liiblingsiessen?<br>- Ech iessen gär Pizza.<br>- An Dir?<br>- Ech iessen gär Nuddelen.<br>- Wéi laang léiert Dir schonn Lëtzebuergesch?<br>- Ech léieren zënter engem Joer.<br>- Ass et schwéier?<br>- Jo&#44; et ass schwéier&#44; mä et ass interessant.<br>- Wat maacht Dir an Ärer Fräizäit?<br>- Ech liesen gär Bicher.<br>- A wat maacht Dir nach?<br>- Ech spillen Gittar.<br>- Wéi oft spillt Dir Gittar?<br>- Ech spillen all Dag.<br>- Wéi laang spillt Dir schonn Gittar?<br>- Ech spillen zënter dräi Joer.<br>- Wéi ass d’Wieder haut?<br>- Et ass sonneg a waarm.<br>- Gitt Dir gär an d’Vakanz?<br>- Jo&#44; ech ginn gär an d’Vakanz.<br>- Wou gitt Dir am léifsten?<br>- Ech ginn gär an d’Bierger.<br>- Hutt Dir Pläng fir d’Wochend?<br>- Jo&#44; ech ginn an de Kino.<br>- Wat fir e Film kuckt Dir?<br>- Ech kucken eng Komedie.<br>- Gutt&#44; vill Spaass!<br>- Merci! Iech och!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Qual é o seu nome?<br>- Meu nome é Sophie.<br>- De onde você vem?<br>- Eu venho da França.<br>- E você?<br>- Eu sou de Luxemburgo.<br>- Você é suíço?<br>- Não&#44; eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- Onde você mora?<br>- Eu moro em Luxemburgo.<br>- O que você faz?<br>- Eu sou estudante.<br>- O que você estuda?<br>- Eu estudo História.<br>- Você tem irmãos?<br>- Sim&#44; eu tenho uma irmã.<br>- Como se chama sua irmã?<br>- Ela se chama Marie.<br>- Você tem animais de estimação?<br>- Sim&#44; eu tenho uma gata.<br>- Como se chama sua gata?<br>- Ela se chama Mimi.<br>- Qual é o seu prato favorito?<br>- Eu gosto de comer pizza.<br>- E você?<br>- Eu gosto de comer macarrão.<br>- Há quanto tempo você aprende luxemburguês?<br>- Eu estudo há um ano.<br>- É difícil?<br>- Sim&#44; é difícil&#44; mas é interessante.<br>- O que você faz no seu tempo livre?<br>- Eu gosto de ler livros.<br>- E o que mais você faz?<br>- Eu toco guitarra.<br>- Com que frequência você toca guitarra?<br>- Eu toco todos os dias.<br>- Há quanto tempo você toca guitarra?<br>- Eu toco há três anos.<br>- Como está o tempo hoje?<br>- Está ensolarado e quente.<br>- Você gosta de viajar nas férias?<br>- Sim&#44; eu gosto de viajar nas férias.<br>- Qual é o seu lugar favorito?<br>- Eu gosto de ir às BERGAS.<br>- Você tem planos para o fim de semana?<br>- Sim&#44; eu vou ao cinema.<br>- Que filme você assiste?<br>- Eu assisto uma comédia.<br>- Ótimo&#44; divirta-se!<br>- Obrigada! Igualmente!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Frankräich.<br>- An Dir?<br>- Ech sinn aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Lëtzebuerg.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat studéiert Dir?<br>- Ech studéieren Geschicht.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- Wéi heescht Är Schwëster?<br>- Si heescht Marie.<br>- Hutt Dir Hausdéieren?<br>- Jo&#44; ech hunn eng Kaz.<br>- Wéi heescht Är Kaz?<br>- Si heescht Mimi.<br>- Wat ass Äre Liiblingsiessen?<br>- Ech iessen gär Pizza.<br>- An Dir?<br>- Ech iessen gär Nuddelen.<br>- Wéi laang léiert Dir schonn Lëtzebuergesch?<br>- Ech léieren zënter engem Joer.<br>- Ass et schwéier?<br>- Jo&#44; et ass schwéier&#44; mä et ass interessant.<br>- Wat maacht Dir an Ärer Fräizäit?<br>- Ech liesen gär Bicher.<br>- A wat maacht Dir nach?<br>- Ech spillen Gittar.<br>- Wéi oft spillt Dir Gittar?<br>- Ech spillen all Dag.<br>- Wéi laang spillt Dir schonn Gittar?<br>- Ech spillen zënter dräi Joer.<br>- Wéi ass d’Wieder haut?<br>- Et ass sonneg a waarm.<br>- Gitt Dir gär an d’Vakanz?<br>- Jo&#44; ech ginn gär an d’Vakanz.<br>- Wou gitt Dir am léifsten?<br>- Ech ginn gär an d’Bierger.<br>- Hutt Dir Pläng fir d’Wochend?<br>- Jo&#44; ech ginn an de Kino.<br>- Wat fir e Film kuckt Dir?<br>- Ech kucken eng Komedie.<br>- Gutt&#44; vill Spaass!<br>- Merci! Iech och!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e1ba66960969_A1_KAPITEL_4_Audio_93_005.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Qual é o seu nome?<br>- Meu nome é Sophie.<br>- De onde você vem?<br>- Eu venho da França.<br>- E você?<br>- Eu sou de Luxemburgo.<br>- Você é suíço?<br>- Não&#44; eu sou alemão.<br>- Quantos anos você tem?<br>- Eu tenho 25 anos.<br>- Onde você mora?<br>- Eu moro em Luxemburgo.<br>- O que você faz?<br>- Eu sou estudante.<br>- O que você estuda?<br>- Eu estudo História.<br>- Você tem irmãos?<br>- Sim&#44; eu tenho uma irmã.<br>- Como se chama sua irmã?<br>- Ela se chama Marie.<br>- Você tem animais de estimação?<br>- Sim&#44; eu tenho uma gata.<br>- Como se chama sua gata?<br>- Ela se chama Mimi.<br>- Qual é o seu prato favorito?<br>- Eu gosto de comer pizza.<br>- E você?<br>- Eu gosto de comer macarrão.<br>- Há quanto tempo você aprende luxemburguês?<br>- Eu estudo há um ano.<br>- É difícil?<br>- Sim&#44; é difícil&#44; mas é interessante.<br>- O que você faz no seu tempo livre?<br>- Eu gosto de ler livros.<br>- E o que mais você faz?<br>- Eu toco guitarra.<br>- Com que frequência você toca guitarra?<br>- Eu toco todos os dias.<br>- Há quanto tempo você toca guitarra?<br>- Eu toco há três anos.<br>- Como está o tempo hoje?<br>- Está ensolarado e quente.<br>- Você gosta de viajar nas férias?<br>- Sim&#44; eu gosto de viajar nas férias.<br>- Qual é o seu lugar favorito?<br>- Eu gosto de ir às BERGAS.<br>- Você tem planos para o fim de semana?<br>- Sim&#44; eu vou ao cinema.<br>- Que filme você assiste?<br>- Eu assisto uma comédia.<br>- Ótimo&#44; divirta-se!<br>- Obrigada! Igualmente!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_60c4cb6ceb0a_A1_KAPITEL_4_Audio_93_006.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A Dir?<br>- Ech sinn aus Däitschland.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Fransous.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- A Iech?<br>- Och gutt&#44; merci.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Esch.<br>- A wou wunns du?<br>- Ech wunnen zu Lëtzebuerg-Stad.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- A du?<br>- Ech hunn zwou Bridder.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A du?<br>- Ech sinn 30 Joer al.<br>- Wëllt Dir e Kaffi?<br>- Jo&#44; gär.<br>- Villmools Merci!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Como você se chama?<br>- Meu nome é Sophie.<br>- De onde você vem?<br>- Eu venho de Luxemburgo.<br>- E você?<br>- Eu sou da Alemanha.<br>- Você é suíço?<br>- Não&#44; eu sou Francês.<br>- Como vai você?<br>- Estou bem&#44; obrigado.<br>- E você?<br>- Também bem&#44; obrigado.<br>- Onde você mora?<br>- Eu moro em Esch.<br>- E onde você mora?<br>- E onde você mora?<br>- Eu moro em Luxemburg-Cidade.<br>- Wat maacht Dir?<br>- Eu sou estudante.<br>- A wat maacht Dir?<br>- Eu trabalho como professora.<br>- Hutt Dir Geschwëster?<br>- Sim&#44; eu tenho uma irmã.<br>- A du?<br>- Eu tenho dois irmãos.<br>- Wéi al sidd Dir?<br>- Eu tenho 25 anos.<br>- A du?<br>- Eu tenho 30 anos.<br>- Wëllt Dir e Kaffi?<br>- Sim&#44; por favor.<br>- Villmools Merci!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A Dir?<br>- Ech sinn aus Däitschland.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Fransous.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- A Iech?<br>- Och gutt&#44; merci.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Esch.<br>- A wou wunns du?<br>- Ech wunnen zu Lëtzebuerg-Stad.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- A du?<br>- Ech hunn zwou Bridder.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A du?<br>- Ech sinn 30 Joer al.<br>- Wëllt Dir e Kaffi?<br>- Jo&#44; gär.<br>- Villmools Merci!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_60c4cb6ceb0a_A1_KAPITEL_4_Audio_93_006.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Como você se chama?<br>- Meu nome é Sophie.<br>- De onde você vem?<br>- Eu venho de Luxemburgo.<br>- E você?<br>- Eu sou da Alemanha.<br>- Você é suíço?<br>- Não&#44; eu sou Francês.<br>- Como vai você?<br>- Estou bem&#44; obrigado.<br>- E você?<br>- Também bem&#44; obrigado.<br>- Onde você mora?<br>- Eu moro em Esch.<br>- E onde você mora?<br>- E onde você mora?<br>- Eu moro em Luxemburg-Cidade.<br>- Wat maacht Dir?<br>- Eu sou estudante.<br>- A wat maacht Dir?<br>- Eu trabalho como professora.<br>- Hutt Dir Geschwëster?<br>- Sim&#44; eu tenho uma irmã.<br>- A du?<br>- Eu tenho dois irmãos.<br>- Wéi al sidd Dir?<br>- Eu tenho 25 anos.<br>- A du?<br>- Eu tenho 30 anos.<br>- Wëllt Dir e Kaffi?<br>- Sim&#44; por favor.<br>- Villmools Merci!</div></div>
