#separator:comma
#html:true
#columns:Front,Back
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_b5d41a225f4f_A1_KAPITEL_4_Audio_100_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wat héiert Dir?<br>- Wou héiert Dir dat?<br>- Mächt proposen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What do you hear?<br>- Where do you hear that?<br>- May I propose.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e8ebffb0f639_A1_KAPITEL_4_Audio_92_008.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Vu wou kënnt Dir?<br>- Spuenien.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- From where do you come?<br>- Spain.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Vu wou kënnt Dir?<br>- Spuenien.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e8ebffb0f639_A1_KAPITEL_4_Audio_92_008.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- From where do you come?<br>- Spain.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d4dda03a94a1_A1_KAPITEL_4_Audio_92_009.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spadséieren.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spadséieren.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spadséieren.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_d4dda03a94a1_A1_KAPITEL_4_Audio_92_009.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spadséieren.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3448a4f2a7d_A1_KAPITEL_4_Audio_92_010.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spéit</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Late</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spéit</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_c3448a4f2a7d_A1_KAPITEL_4_Audio_92_010.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Late</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_748b5988ca5e_A1_KAPITEL_4_Audio_92_011.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spaass.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spaass.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spaass.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_748b5988ca5e_A1_KAPITEL_4_Audio_92_011.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Spaass.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2de48a011e81_A1_KAPITEL_4_Audio_93_001.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen&#44; please.<br>- and speak also.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Lauschtert w.e.g.<br>- a schwätzt no.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_2de48a011e81_A1_KAPITEL_4_Audio_93_001.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Listen&#44; please.<br>- and speak also.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ada5a35fefb_A1_KAPITEL_4_Audio_93_002.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Stonn</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Standstill</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Stonn</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_7ada5a35fefb_A1_KAPITEL_4_Audio_93_002.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Standstill</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1b86520d6b98_A1_KAPITEL_4_Audio_93_003.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spillen.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Play.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Spillen.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_1b86520d6b98_A1_KAPITEL_4_Audio_93_003.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Play.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e05d9759407e_A1_KAPITEL_4_Audio_93_004.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sport.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sport.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Sport.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e05d9759407e_A1_KAPITEL_4_Audio_93_004.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- Sport.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e1ba66960969_A1_KAPITEL_4_Audio_93_005.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Frankräich.<br>- An Dir?<br>- Ech sinn aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Lëtzebuerg.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat studéiert Dir?<br>- Ech studéieren Geschicht.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- Wéi heescht Är Schwëster?<br>- Si heescht Marie.<br>- Hutt Dir Hausdéieren?<br>- Jo&#44; ech hunn eng Kaz.<br>- Wéi heescht Är Kaz?<br>- Si heescht Mimi.<br>- Wat ass Äre Liiblingsiessen?<br>- Ech iessen gär Pizza.<br>- An Dir?<br>- Ech iessen gär Nuddelen.<br>- Wéi laang léiert Dir schonn Lëtzebuergesch?<br>- Ech léieren zënter engem Joer.<br>- Ass et schwéier?<br>- Jo&#44; et ass schwéier&#44; mä et ass interessant.<br>- Wat maacht Dir an Ärer Fräizäit?<br>- Ech liesen gär Bicher.<br>- A wat maacht Dir nach?<br>- Ech spillen Gittar.<br>- Wéi oft spillt Dir Gittar?<br>- Ech spillen all Dag.<br>- Wéi laang spillt Dir schonn Gittar?<br>- Ech spillen zënter dräi Joer.<br>- Wéi ass d’Wieder haut?<br>- Et ass sonneg a waarm.<br>- Gitt Dir gär an d’Vakanz?<br>- Jo&#44; ech ginn gär an d’Vakanz.<br>- Wou gitt Dir am léifsten?<br>- Ech ginn gär an d’Bierger.<br>- Hutt Dir Pläng fir d’Wochend?<br>- Jo&#44; ech ginn an de Kino.<br>- Wat fir e Film kuckt Dir?<br>- Ech kucken eng Komedie.<br>- Gutt&#44; vill Spaass!<br>- Merci! Iech och!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And where are you from?<br>- I come from France.<br>- And you?<br>- I am from Luxembourg.<br>- Are you Swiss?<br>- No&#44; I am German.<br>- How old are you?<br>- I am 25 years old.<br>- Where do you live?<br>- I live in Luxembourg.<br>- What do you do?<br>- I am a student.<br>- And what do you study?<br>- I study history.<br>- Do you have siblings?<br>- Yes&#44; I have a sister.<br>- What is your sister&#x27;s name?<br>- Her name is Marie.<br>- Do you have pets?<br>- Yes&#44; I have a cat.<br>- What is your cat’s name?<br>- Her name is Mimi.<br>- What is your favorite food?<br>- I like to eat pizza.<br>- And you?<br>- I like to eat noodles.<br>- How long have you been learning Luxembourgish?<br>- I have been learning for one year.<br>- Is it hard?<br>- Yes&#44; it’s hard&#44; but it’s interesting.<br>- What do you do in your free time?<br>- I like to read books.<br>- And what else do you do?<br>- I play guitar.<br>- How often do you play guitar?<br>- I play every day.<br>- How long have you been playing guitar?<br>- I have been playing for three years.<br>- How is the weather today?<br>- It’s sunny and warm.<br>- Do you like going on vacation?<br>- Yes&#44; I enjoy going on vacation.<br>- Where do you like to go the most?<br>- I like to go to the city.<br>- Do you have weekend plans?<br>- Yes&#44; I’m going to the cinema.<br>- What kind of movie do you watch?<br>- I watch a comedy.<br>- Great&#44; have fun!<br>- Thank you! You too!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kommt Dir?<br>- Ech kommen aus Frankräich.<br>- An Dir?<br>- Ech sinn aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Lëtzebuerg.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat studéiert Dir?<br>- Ech studéieren Geschicht.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- Wéi heescht Är Schwëster?<br>- Si heescht Marie.<br>- Hutt Dir Hausdéieren?<br>- Jo&#44; ech hunn eng Kaz.<br>- Wéi heescht Är Kaz?<br>- Si heescht Mimi.<br>- Wat ass Äre Liiblingsiessen?<br>- Ech iessen gär Pizza.<br>- An Dir?<br>- Ech iessen gär Nuddelen.<br>- Wéi laang léiert Dir schonn Lëtzebuergesch?<br>- Ech léieren zënter engem Joer.<br>- Ass et schwéier?<br>- Jo&#44; et ass schwéier&#44; mä et ass interessant.<br>- Wat maacht Dir an Ärer Fräizäit?<br>- Ech liesen gär Bicher.<br>- A wat maacht Dir nach?<br>- Ech spillen Gittar.<br>- Wéi oft spillt Dir Gittar?<br>- Ech spillen all Dag.<br>- Wéi laang spillt Dir schonn Gittar?<br>- Ech spillen zënter dräi Joer.<br>- Wéi ass d’Wieder haut?<br>- Et ass sonneg a waarm.<br>- Gitt Dir gär an d’Vakanz?<br>- Jo&#44; ech ginn gär an d’Vakanz.<br>- Wou gitt Dir am léifsten?<br>- Ech ginn gär an d’Bierger.<br>- Hutt Dir Pläng fir d’Wochend?<br>- Jo&#44; ech ginn an de Kino.<br>- Wat fir e Film kuckt Dir?<br>- Ech kucken eng Komedie.<br>- Gutt&#44; vill Spaass!<br>- Merci! Iech och!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_e1ba66960969_A1_KAPITEL_4_Audio_93_005.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And where are you from?<br>- I come from France.<br>- And you?<br>- I am from Luxembourg.<br>- Are you Swiss?<br>- No&#44; I am German.<br>- How old are you?<br>- I am 25 years old.<br>- Where do you live?<br>- I live in Luxembourg.<br>- What do you do?<br>- I am a student.<br>- And what do you study?<br>- I study history.<br>- Do you have siblings?<br>- Yes&#44; I have a sister.<br>- What is your sister&#x27;s name?<br>- Her name is Marie.<br>- Do you have pets?<br>- Yes&#44; I have a cat.<br>- What is your cat’s name?<br>- Her name is Mimi.<br>- What is your favorite food?<br>- I like to eat pizza.<br>- And you?<br>- I like to eat noodles.<br>- How long have you been learning Luxembourgish?<br>- I have been learning for one year.<br>- Is it hard?<br>- Yes&#44; it’s hard&#44; but it’s interesting.<br>- What do you do in your free time?<br>- I like to read books.<br>- And what else do you do?<br>- I play guitar.<br>- How often do you play guitar?<br>- I play every day.<br>- How long have you been playing guitar?<br>- I have been playing for three years.<br>- How is the weather today?<br>- It’s sunny and warm.<br>- Do you like going on vacation?<br>- Yes&#44; I enjoy going on vacation.<br>- Where do you like to go the most?<br>- I like to go to the city.<br>- Do you have weekend plans?<br>- Yes&#44; I’m going to the cinema.<br>- What kind of movie do you watch?<br>- I watch a comedy.<br>- Great&#44; have fun!<br>- Thank you! You too!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_60c4cb6ceb0a_A1_KAPITEL_4_Audio_93_006.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A Dir?<br>- Ech sinn aus Däitschland.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Fransous.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- A Iech?<br>- Och gutt&#44; merci.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Esch.<br>- A wou wunns du?<br>- Ech wunnen zu Lëtzebuerg-Stad.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- A du?<br>- Ech hunn zwou Bridder.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A du?<br>- Ech sinn 30 Joer al.<br>- Wëllt Dir e Kaffi?<br>- Jo&#44; gär.<br>- Villmools Merci!</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And where are you from?<br>- I come from Luxembourg.<br>- And you?<br>- I am from Germany.<br>- Are you Swiss?<br>- No&#44; I am French.<br>- How are you?<br>- I am well&#44; thank you.<br>- And you?<br>- Also well&#44; thank you.<br>- Where do you live?<br>- I live in Esch.<br>- And where do you live?<br>- I live in Luxembourg City.<br>- What do you do?<br>- I am a student.<br>- And what do you do?<br>- I work as a teacher.<br>- Do you have siblings?<br>- Yes&#44; I have a sister.<br>- And you?<br>- I have two brothers.<br>- How old are you?<br>- I am 25 years old.<br>- And you?<br>- I am 30 years old.<br>- Would you like a coffee?<br>- Yes&#44; please.<br>- Thank you very much!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Sophie.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- A Dir?<br>- Ech sinn aus Däitschland.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Fransous.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- A Iech?<br>- Och gutt&#44; merci.<br>- Wou wunnt Dir?<br>- Ech wunnen zu Esch.<br>- A wou wunns du?<br>- Ech wunnen zu Lëtzebuerg-Stad.<br>- Wat maacht Dir?<br>- Ech sinn Student.<br>- A wat maacht Dir?<br>- Ech schaffen als Léierin.<br>- Hutt Dir Geschwëster?<br>- Jo&#44; ech hunn eng Schwëster.<br>- A du?<br>- Ech hunn zwou Bridder.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- A du?<br>- Ech sinn 30 Joer al.<br>- Wëllt Dir e Kaffi?<br>- Jo&#44; gär.<br>- Villmools Merci!</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_60c4cb6ceb0a_A1_KAPITEL_4_Audio_93_006.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Sophie.<br>- And where are you from?<br>- I come from Luxembourg.<br>- And you?<br>- I am from Germany.<br>- Are you Swiss?<br>- No&#44; I am French.<br>- How are you?<br>- I am well&#44; thank you.<br>- And you?<br>- Also well&#44; thank you.<br>- Where do you live?<br>- I live in Esch.<br>- And where do you live?<br>- I live in Luxembourg City.<br>- What do you do?<br>- I am a student.<br>- And what do you do?<br>- I work as a teacher.<br>- Do you have siblings?<br>- Yes&#44; I have a sister.<br>- And you?<br>- I have two brothers.<br>- How old are you?<br>- I am 25 years old.<br>- And you?<br>- I am 30 years old.<br>- Would you like a coffee?<br>- Yes&#44; please.<br>- Thank you very much!</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_997662e8c366_A1_KAPITEL_4_Audio_93_007.mp3]</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Anna.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuergerin.<br>- An Dir?<br>- Ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Wat maacht Dir?<br>- Ech sinn Studentin.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- An Iech?<br>- Och gutt&#44; merci.</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Anna.<br>- And where are you from?<br>- I come from Luxembourg.<br>- Are you Swiss?<br>- No&#44; I am Luxembourger.<br>- And you?<br>- I am German.<br>- How old are you?<br>- I am 25 years old.<br>- Where do you live?<br>- I live in Esch.<br>- What do you do?<br>- I am a student.<br>- How are you?<br>- I am well&#44; thank you.<br>- And you?<br>- Also well&#44; thank you.</div></div>
<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='white-space:normal;padding:18px 20px;border:1px solid #e5e7eb;border-radius:10px;background:#ffffff;box-shadow:0 8px 24px #d1d5db;'>- Wéi heescht Dir?<br>- Mäi Numm ass Anna.<br>- Vu wou kënnt Dir?<br>- Ech kommen aus Lëtzebuerg.<br>- Sidd Dir Schwäizer?<br>- Nee&#44; ech sinn Lëtzebuergerin.<br>- An Dir?<br>- Ech sinn Däitsch.<br>- Wéi al sidd Dir?<br>- Ech sinn 25 Joer al.<br>- Wou wunnt Dir?<br>- Ech wunnt zu Esch.<br>- Wat maacht Dir?<br>- Ech sinn Studentin.<br>- Wéi geet et Iech?<br>- Et geet mir gutt&#44; merci.<br>- An Iech?<br>- Och gutt&#44; merci.</div></div>,<div style='font-family:Arial;font-size:24px;line-height:1.45;color:#111827;max-width:760px;margin:0 auto;padding:22px;'><div style='display:flex;justify-content:center;align-items:center;min-height:150px;padding:22px;'>[sound:inll_997662e8c366_A1_KAPITEL_4_Audio_93_007.mp3]</div><div style='white-space:normal;margin-top:16px;padding:18px 20px;border-left:5px solid #2563eb;border-radius:10px;background:#f8fafc;'>- What is your name?<br>- My name is Anna.<br>- And where are you from?<br>- I come from Luxembourg.<br>- Are you Swiss?<br>- No&#44; I am Luxembourger.<br>- And you?<br>- I am German.<br>- How old are you?<br>- I am 25 years old.<br>- Where do you live?<br>- I live in Esch.<br>- What do you do?<br>- I am a student.<br>- How are you?<br>- I am well&#44; thank you.<br>- And you?<br>- Also well&#44; thank you.</div></div>
